city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Ghost Category,Event Type,Over 18 binge drink at least once per month,Alcohol deaths per capita,Annual deaths attributable to excessive alcohol use,Sunrise,Sunset,Daylight Duration,Daylight Duration 2,crime_solved,victim_sex,weapon,Median Age,Population,Housing Units,moon_phase,moon_diameter,moon_distance,geotopic_name,geotopic_longitude,geotopic_latitude,NER_ENTITIES,NER_PERSONS,NER_ORGS,NER_LOCATIONS,image_path,tika_caption
Harlingen,United States,Some have said that they have seen a little girl next to the canoe and haunts Shirley street and the houses near. They say that she haunts Shirley street because her family lived there and died there & some people said that they have seen a white lady in back of the lake.,Shirley street,Texas,TX,-97.7110313,26.2171859,-97.6961026,26.1906306,False,True,3/12/1983 0:00,1.0,Unknown,Unknown,,Death,17.60%,5.6,10647.0,7:33,19:28,11:55,11:54,,,,39.3,445.0,138.0,12.35,1889.5,379317,Texas,-99.25061,31.25044,"[('canoe', 'FAC'), ('Shirley', 'PERSON'), ('Shirley', 'PERSON')]","['Shirley', 'Shirley']",[],['canoe'],images/harlingen_texas_9059.png,"{""captions"": [{""confidence"": 0.0015124103928272127, ""sentence"": ""a man standing in front of a building .""}, {""confidence"": 0.00039501564777393424, ""sentence"": ""a man is standing in front of a building .""}, {""confidence"": 0.0002637260487015993, ""sentence"": ""a man is standing in front of a building""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 694, ""units"": ""ms""}}"
Helotes,United States,"It's known that during class that kids books will be taken away, lights will go out, or you will here screams. Happens all the time.",Stinson Middle School,Texas,TX,-98.6502835,29.563636,-98.6897451,29.5780056,True,True,2/1/1954 0:00,,Unknown,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,10:48,,,,44.2,8937.0,2865.0,12.35,1889.5,379317,,,,[],[],[],[],images/helotes_texas_9060.png,"{""captions"": [{""confidence"": 6.620608039944431e-05, ""sentence"": ""a man standing in a hallway holding a suitcase .""}, {""confidence"": 6.337078318691869e-05, ""sentence"": ""a man standing in a hallway with a suitcase .""}, {""confidence"": 4.244794214920346e-05, ""sentence"": ""a man standing in a hallway with a cell phone .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 877, ""units"": ""ms""}}"
Henderson,United States,"The house is 3 stories, 2 floors and a basement. What is seen, is a lady who walks out onto the balcony at midnight. She is seen often, but the alarms never sound. â For  Howard Dickinson House",Howard Dickinson House,Texas,TX,-94.7992971,32.1491471,-94.7993802,32.1532156,True,True,1800-03-12 00:00:00,1.0,Evening,Unknown,,Disappearance,17.60%,5.6,10647.0,7:33,19:28,11:55,11:52,Yes,Male,Handgun,71.3,372.0,241.0,12.35,1889.5,379317,,,,"[('3', 'CARDINAL'), ('2', 'CARDINAL'), ('midnight', 'TIME'), ('Howard Dickinson House', 'PERSON')]",['Howard Dickinson House'],[],[],images/henderson_texas_9061.png,"{""captions"": [{""confidence"": 0.0002515280412434885, ""sentence"": ""a black and white photo of a brick building""}, {""confidence"": 3.916153186972148e-05, ""sentence"": ""a black and white photo of a street with a building""}, {""confidence"": 1.3396263276672429e-05, ""sentence"": ""a black and white photo of a building with a street sign .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 630, ""units"": ""ms""}}"
Hereford,United States,April 2007 - This has been removed. it is on Private Property. No Trespassing.,Tower,Texas,TX,-102.16275,32.0009378,-102.3977036,34.8150622,False,False,1887-08-30 00:00:00,,Unknown,UAP,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,12:53,,,,27.5,1554.0,390.0,12.35,1889.5,379317,,,,"[('April 2007 - This', 'DATE'), ('Private Property', 'ORG')]",[],['Private Property'],[],images/hereford_texas_9062.png,"{""captions"": [{""confidence"": 0.00014171703391403843, ""sentence"": ""a woman walking down a sidewalk next to a building .""}, {""confidence"": 9.708212665748968e-05, ""sentence"": ""a woman walking down a sidewalk next to a tree .""}, {""confidence"": 6.908095580971257e-05, ""sentence"": ""a woman walking down a sidewalk next to a brick wall .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 657, ""units"": ""ms""}}"
Hidalgo,United States,"One of the buildings of Hidalgo High School called the ""G Wing"" is completely haunted. It is said by teachers that in after school hours books are thrown off the shelves. It is also said that teachers and janitors have seen the ghost of a janitor who passed away a couple of years ago walking in the halls very early in the morning.",Hidalgo High School,Texas,TX,-98.2530712,26.0976582,-98.2630684,26.1003547,False,True,11/15/1934 0:00,1.0,Morning,Ghost,Male,Death,17.60%,5.6,10647.0,7:33,19:28,11:55,10:53,Yes,Male,Handgun,49.8,83.0,38.0,12.35,1889.5,379317,,,,"[('One', 'CARDINAL'), ('Hidalgo High School', 'ORG'), ('the ""G Wing', 'LAW'), ('a couple of years ago', 'DATE'), ('early in the morning', 'TIME')]",[],['Hidalgo High School'],[],images/hidalgo_texas_9063.png,"{""captions"": [{""confidence"": 0.0003599597189790789, ""sentence"": ""a man standing in front of a building .""}, {""confidence"": 0.00014595142763144386, ""sentence"": ""a man walking down a street next to a building .""}, {""confidence"": 6.478823295175836e-05, ""sentence"": ""a man walking down a street next to a tall building .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 643, ""units"": ""ms""}}"
Hidalgo,United States,"Shary Mansion - Mr. Shary, who is buried across the street of what used to be his home is said to have been seen walking across the street at night, from his burial place to his home. He is also said to have been seen by some sitting on a rocking chair on his front porch. (there have been storied done on it by the local TV news stations)",Mission,Texas,TX,-98.3252932,26.2159066,-98.2630684,26.1003547,False,True,1800-03-12 00:00:00,1.0,Evening,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,11:55,Yes,Male,Handgun,49.8,83.0,38.0,12.35,1889.5,379317,,,,"[('Shary', 'PERSON'), ('night', 'TIME')]",['Shary'],[],[],images/hidalgo_texas_9064.png,"{""captions"": [{""confidence"": 0.0005904012716809673, ""sentence"": ""a woman walking down a street holding an umbrella .""}, {""confidence"": 9.834128456592405e-05, ""sentence"": ""a woman walking down a street holding a black umbrella .""}, {""confidence"": 6.004668204035041e-05, ""sentence"": ""a man walking down a street holding a black umbrella .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 650, ""units"": ""ms""}}"
Hillsboro,United States,in the laundry room a ghost that like to drink coke they say if you leave a open coke and you go back that it will be half way gone,Canberyvilla,Texas,TX,,,-97.1300061,32.0109886,False,False,1/1/2025 0:00,,Unknown,Ghost,Male Child,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,10:06,,,,49.5,678.0,238.0,1.47,1877.5,381744,,,,"[('half', 'CARDINAL')]",[],[],[],images/hillsboro_texas_9065.png,"{""captions"": [{""confidence"": 0.00021908397460737648, ""sentence"": ""a black and white photo of a kitchen with a window""}, {""confidence"": 0.00014356084781079055, ""sentence"": ""a black and white photo of a room with a window .""}, {""confidence"": 0.00013108931527205776, ""sentence"": ""a black and white photo of a kitchen with a window .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 632, ""units"": ""ms""}}"
Hillsboro,United States,"When this school was a college in the early 1900's, students often got into fist fights with each other in the cafeteria. One day, a fight got out of hand when a student through a tray at another student's head and cracked it open. The student died before the paramedics arrived. People have reported seeing him roaming the halls of the now deserted building.",Old Junior High Building on Walnut Street,Texas,TX,-97.1275252,32.008191,-97.1300061,32.0109886,False,True,1600-03-12 00:00:00,1.0,Morning,Unknown,,Death,17.60%,5.6,10647.0,7:33,19:28,11:55,11:53,,,,49.5,678.0,238.0,Unknown,Unknown,Unknown,,,,"[(""the early 1900's"", 'DATE'), ('One day', 'DATE')]",[],[],[],images/hillsboro_texas_9066.png,"{""captions"": [{""confidence"": 6.578898378233716e-05, ""sentence"": ""a black and white photo of a group of people with skis .""}, {""confidence"": 4.078383005320375e-05, ""sentence"": ""a black and white photo of a group of people with skis""}, {""confidence"": 3.754658491375806e-05, ""sentence"": ""a black and white photo of a group of people standing in the snow .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 688, ""units"": ""ms""}}"
Hillsboro,United States,It is said that if you go into the shadows late at night and park your car and turn everything off you can hear voices and people walking around. After a while rocks will even be thrown at your car. And knocks on your back window. If you try to out of your car you will feel a cold presence even in the middle of summer.,the shadows,Texas,TX,-95.1631708,29.7808935,-97.1300061,32.0109886,True,True,1895-02-21 00:00:00,,Evening,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,11:19,,,,49.5,678.0,238.0,12.35,1889.5,379317,,,,"[('late at night', 'TIME'), ('the middle of summer', 'DATE')]",[],[],[],images/hillsboro_texas_9067.png,"{""captions"": [{""confidence"": 0.0002626867051292386, ""sentence"": ""a black and white photo of a man holding a skateboard .""}, {""confidence"": 0.0001277291622131837, ""sentence"": ""a black and white photo of a man holding a surfboard .""}, {""confidence"": 7.958721385462633e-05, ""sentence"": ""a black and white photo of a man holding a skateboard""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 641, ""units"": ""ms""}}"
Hillsboro,United States,"It is said that he hanged himself on the third floor after the death of his second wife. Greene Duke Tarlton, the builder of the Tarlton House in 1895, built his family home with love and spared no money creating a lasting legacy for his family. Rumor has it that Mr. Tarlton himself is said to be wondering the halls at night. Witnesses have heard the footsteps and felt cool brushes, like soft kisses to their brow. Eyewitness accounts can be read in the journals that are found in every room, left behind from the weary traveler or vacationer. This house is currently a Bed & Breakfast Resort 1(800)823-7216.",The Tarlton House Bed &amp; Breakfast,Texas,TX,-97.1260583,32.0125419,-97.1300061,32.0109886,True,False,1/1/2025 0:00,1.0,Evening,Unknown,,Death,17.60%,5.6,10647.0,7:33,19:28,11:55,10:06,,,,49.5,678.0,238.0,1.47,1877.5,381744,,,,"[('third', 'ORDINAL'), ('second', 'ORDINAL'), ('Greene Duke Tarlton', 'PERSON'), ('the Tarlton House', 'ORG'), ('1895', 'DATE'), ('Rumor', 'PERSON'), ('Tarlton', 'PERSON'), ('night', 'TIME')]","['Greene Duke Tarlton', 'Rumor', 'Tarlton']",['the Tarlton House'],[],images/hillsboro_texas_9068.png,"{""captions"": [{""confidence"": 4.4540022332864775e-05, ""sentence"": ""a building with a clock on the side of it""}, {""confidence"": 4.297166756069648e-05, ""sentence"": ""a building with a clock on the side of it .""}, {""confidence"": 4.103729774308157e-05, ""sentence"": ""a building that has a clock on the side of it .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 644, ""units"": ""ms""}}"
Hockley,United States,a girl hung her self in the bathroom said to be haunted.,Schultz middle school,Texas,TX,-95.9099981,30.0578156,-95.8458562,30.026861,False,False,1858-03-12 00:00:00,,Unknown,Ghost,Female Child,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,11:53,Yes,Female,Rifle,,,,12.35,1889.5,379317,Texas,-99.25061,31.25044,[],[],[],[],images/hockley_texas_9069.png,"{""captions"": [{""confidence"": 0.00017947934222000683, ""sentence"": ""a young boy is holding a stuffed animal .""}, {""confidence"": 0.00010440521303598275, ""sentence"": ""a young boy holding a teddy bear in his hands .""}, {""confidence"": 8.680015407892946e-05, ""sentence"": ""a young boy is holding a stuffed animal""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 649, ""units"": ""ms""}}"
Houston,United States,"There has been numerous sightings and mischief here. beer mug's go sailing across the room, food plates being flipped up for no apparent reason. Customer's getting hit with thing's, one so bad that he files a lawsuit against the pub stating they were responsible for his injuries (of course it was thrown out). - July 2005 Update: The Pub was torn down a few years ago and now has a book store and strip mall on the site.",Ale House Pub and Eatery,Texas,TX,-95.5613638,29.7799559,-95.3698028,29.7604267,False,False,1600-03-12 00:00:00,1.0,Unknown,UAP,,Death,17.60%,5.6,10647.0,7:33,19:28,11:55,11:54,Yes,Male,Knife,43.3,1739.0,750.0,Unknown,Unknown,Unknown,,,,"[(""beer mug's"", 'PERSON'), ('Customer', 'ORG'), ('July 2005', 'DATE'), ('a few years ago', 'DATE')]","[""beer mug's""]",['Customer'],[],images/houston_texas_9070.png,"{""captions"": [{""confidence"": 1.2536619145673184e-05, ""sentence"": ""a kitchen with a lot of chairs and tables""}, {""confidence"": 3.4787061527061406e-06, ""sentence"": ""a kitchen with a lot of chairs and a table""}, {""confidence"": 3.3291109728145293e-06, ""sentence"": ""a restaurant kitchen with a lot of people""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 674, ""units"": ""ms""}}"
Houston,United States,"Most of the times when students are walking alone they feel the presence of some one following them, but only on the third floor. Many students have said they have seen a young girl running down the halls.",Austin high school,Texas,TX,-95.331051,29.731909,-95.3698028,29.7604267,False,True,5/12/1999 0:00,1.0,Unknown,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,13:35,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,Texas,-99.25061,31.25044,"[('third', 'ORDINAL')]",[],[],[],images/houston_texas_9071.png,"{""captions"": [{""confidence"": 0.00012907977344278954, ""sentence"": ""a man is sitting on a bench in the street .""}, {""confidence"": 0.00012492143290499625, ""sentence"": ""a man is sitting on a bench in the street""}, {""confidence"": 3.290218562266036e-05, ""sentence"": ""a man is sitting on a bench in a city""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 641, ""units"": ""ms""}}"
Houston,United States,"Episcopal High School - People have claimed to hear her walk across the hallways and slam doors shut, sometimes even locking them. Some of the school faculty does not stay after 10:00 so they will not run into her either.",Bellaire,Texas,TX,-95.4588299,29.7057858,-95.3698028,29.7604267,True,False,1855-03-12 00:00:00,1.0,Unknown,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,11:52,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,,,,"[('Episcopal High School - People', 'ORG'), ('10:00', 'TIME')]",[],['Episcopal High School - People'],[],images/houston_texas_9072.png,"{""captions"": [{""confidence"": 6.353448458091046e-05, ""sentence"": ""a man standing on a skateboard in a parking lot .""}, {""confidence"": 2.9599465964641833e-05, ""sentence"": ""a man is standing on a skateboard in a parking lot .""}, {""confidence"": 2.6873283482784195e-05, ""sentence"": ""a man standing on a skateboard in front of a building .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 778, ""units"": ""ms""}}"
Houston,United States,It is said that a woman roams the halls looking for her love who was said to have killed her.,C.E. King High School,Texas,TX,-95.2093505,29.8484362,-95.3698028,29.7604267,False,False,1827-03-12 00:00:00,,Unknown,Unknown,,Murder,17.60%,5.6,10647.0,7:33,19:28,11:55,11:52,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,,,,[],[],[],[],images/houston_texas_9073.png,"{""captions"": [{""confidence"": 7.42611774447498e-07, ""sentence"": ""a white and black cat standing on top of a wooden table .""}, {""confidence"": 4.387630869516767e-07, ""sentence"": ""a white and black cat standing on top of a wooden bench .""}, {""confidence"": 2.9930267953222385e-07, ""sentence"": ""a white and black cat standing on top of a wooden floor .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 957, ""units"": ""ms""}}"
Houston,United States,Reports of an apparition of a girl dressed in a purple dress.,Christman Road,Texas,TX,-95.3571646,29.9196714,-95.3698028,29.7604267,False,True,8/29/1958 0:00,1.0,Unknown,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,12:51,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,,,,[],[],[],[],images/houston_texas_9074.png,"{""captions"": [{""confidence"": 0.00012281992639445394, ""sentence"": ""a woman standing next to a red fire hydrant .""}, {""confidence"": 3.476173439150503e-05, ""sentence"": ""a woman standing next to a red and white fire hydrant .""}, {""confidence"": 1.4599590691437085e-05, ""sentence"": ""a woman standing next to a fire hydrant on a sidewalk .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 647, ""units"": ""ms""}}"
Houston,United States,"Ghostly figures; little boy and man both died in a trailer park one murdered another burned to death when the whole thing went up. Doors opening, voices at night, lights turn on by themselves.",Cinemark Tinsel town 17,Texas,TX,-95.4963837,29.8468251,-95.3698028,29.7604267,True,True,1/1/2025 0:00,,Evening,Ghost,Female Child,Murder,17.60%,5.6,10647.0,7:33,19:28,11:55,10:16,Yes,Male,Knife,43.3,1739.0,750.0,1.47,1877.5,381744,Texas,-99.25061,31.25044,"[('one', 'CARDINAL'), ('night', 'TIME')]",[],[],[],images/houston_texas_9075.png,"{""captions"": [{""confidence"": 6.340972831231282e-05, ""sentence"": ""a red fire hydrant in front of a building .""}, {""confidence"": 2.6400180993636126e-05, ""sentence"": ""a red fire hydrant in front of a store .""}, {""confidence"": 1.9703209648340264e-05, ""sentence"": ""a red fire hydrant in front of a building""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 653, ""units"": ""ms""}}"
Houston,United States,"This is a fairly new school, built about 5 years ago in 1998. They say that a construction worker died while building the school and his body was left in the schools foundation and was never found. Noises are heard in the bathrooms. - January 2006 Additional information: In the auditorium (theater) cold spots have been felt backstage and there is no air conditioning back there. Footsteps have been heard on the catwalk. It is thought to be linked to the construction worker's body. One of our custodians doesn't like to stay at night because she hears noises around the school.",Cypress Springs High School,Texas,TX,-95.7200616,29.8922279,-95.3698028,29.7604267,True,False,3/12/1980 0:00,1.0,Evening,Ghost,Male,Death,17.60%,5.6,10647.0,7:33,19:28,11:55,11:54,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,Colorado Springs,-104.82136,38.83388,"[('about 5 years ago', 'DATE'), ('1998', 'DATE'), ('January 2006', 'DATE'), ('One', 'CARDINAL'), ('night', 'TIME')]",[],[],[],images/houston_texas_9076.png,"{""captions"": [{""confidence"": 2.729229584935216e-05, ""sentence"": ""a woman standing in front of a building holding a cell phone .""}, {""confidence"": 1.318174841484826e-05, ""sentence"": ""a woman standing in front of a building holding a phone .""}, {""confidence"": 1.0608734962338624e-05, ""sentence"": ""a woman standing in front of a door with a cell phone .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 668, ""units"": ""ms""}}"
Houston,United States,Reports of hearing screaming in the girl's locker room.,Edison Middle School,Texas,TX,-95.2998776,29.7419492,-95.3698028,29.7604267,True,False,3/12/1977 0:00,1.0,Unknown,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,11:53,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,,,,[],[],[],[],images/houston_texas_9077.png,"{""captions"": [{""confidence"": 0.0005082593799508873, ""sentence"": ""a black and white photo of a person on a skateboard .""}, {""confidence"": 0.00025531322718242957, ""sentence"": ""a black and white photo of a person on a skateboard""}, {""confidence"": 0.00017281376509911299, ""sentence"": ""a black and white photo of a person holding a baseball bat .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 805, ""units"": ""ms""}}"
Houston,United States,"Episcopal High has expanded greatly in its 20 year existence, however, many other schools have stood in its place before. The Convent, the oldest building on the campus, has four stories, but students are only allowed on the first three because one of the nuns living in the convent almost a century ago hung herself on the fourth floor. The Catholic church would not perform a service for her funeral, and out of respect, no classes of Episcopal High School are held on the floor where she supposedly still resides.",Episcopal High School,Texas,TX,-95.4575821,29.714783,-95.3698028,29.7604267,False,False,1542-03-12 00:00:00,1.0,Unknown,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,11:54,Yes,Male,Knife,43.3,1739.0,750.0,Unknown,Unknown,Unknown,,,,"[('Episcopal High', 'PERSON'), ('20 year', 'DATE'), ('four', 'CARDINAL'), ('first', 'ORDINAL'), ('three', 'CARDINAL'), ('one', 'CARDINAL'), ('almost a century ago', 'DATE'), ('fourth', 'ORDINAL'), ('Catholic', 'NORP'), ('Episcopal High School', 'ORG')]",['Episcopal High'],['Episcopal High School'],[],images/houston_texas_9078.png,"{""captions"": [{""confidence"": 0.00013408954138448872, ""sentence"": ""a man standing in front of a mirror in a room .""}, {""confidence"": 0.00012975076383292045, ""sentence"": ""a woman standing in front of a mirror in a room .""}, {""confidence"": 9.986730907110642e-05, ""sentence"": ""a woman standing in front of a mirror in a bathroom .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 695, ""units"": ""ms""}}"
Houston,United States,"The 10th floor believed to be haunted by the spirit of U.S. District Judge Woodrow Seals, who died after surgery in October 1990. The judge's former chambers are said to always be colder than the rest of the floor and the smell of smoke from his cigars still lingers in the air late at night. Janitors and security guards report being touched and hearing voices and doors rattling when no one else is around.",Federal Court Building 515 Rusk,Texas,TX,-95.3674576,29.7611259,-95.3698028,29.7604267,True,True,1650-02-12 00:00:00,1.0,Evening,Ghost,Male,Death,17.60%,5.6,10647.0,7:33,19:28,11:55,11:05,Yes,Male,Knife,43.3,1739.0,750.0,Unknown,Unknown,Unknown,"Dutch Harbor Naval Operating Base and Fort Mears, U.S. Army (historical)",-166.54201,53.88793,"[('10th', 'ORDINAL'), ('U.S.', 'GPE'), ('Woodrow Seals', 'PERSON'), ('October 1990', 'DATE'), ('late at night', 'TIME')]",['Woodrow Seals'],[],['U.S.'],images/houston_texas_9079.png,"{""captions"": [{""confidence"": 0.0001788891649296983, ""sentence"": ""a couple of parking meters sitting next to each other .""}, {""confidence"": 9.612834524525106e-05, ""sentence"": ""a couple of parking meters sitting on the side of a road .""}, {""confidence"": 2.792649398844659e-05, ""sentence"": ""a couple of parking meters sitting on the side of a street .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 692, ""units"": ""ms""}}"
Houston,United States,"An old teacher who was accused of abusing children was reported to have killed herself in the bathroom of this school. At night, janitors and teachers staying after hours have seen the bathroom door open and close on its own and report hearing someone walk the halls and messing with the bulletin boards.",Fiesta Elementary School,Texas,TX,-95.4550117,29.6666324,-95.3698028,29.7604267,True,True,3/12/1953 0:00,1.0,Evening,Unknown,,Murder,17.60%,5.6,10647.0,7:33,19:28,11:55,11:53,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,,,,"[('night', 'TIME'), ('hours', 'TIME')]",[],[],[],images/houston_texas_9080.png,"{""captions"": [{""confidence"": 0.0018945540132183033, ""sentence"": ""a man holding a nintendo wii game controller .""}, {""confidence"": 1.279130999921854e-05, ""sentence"": ""a man holding a nintendo wii game controller in a room .""}, {""confidence"": 1.2561652514941355e-05, ""sentence"": ""a man holding a nintendo wii game controller in front of a tv .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 707, ""units"": ""ms""}}"
Houston,United States,Many people have seen an image of a little girl walking in the back warehouse where she was kidnapped and killed before the store was bought by H.E.B.,H.E.B on Harrisberg,Texas,TX,-95.29491,29.698457,-95.3698028,29.7604267,True,True,1/1/2025 0:00,1.0,Unknown,Unknown,,Murder,17.60%,5.6,10647.0,7:33,19:28,11:55,10:17,Yes,Male,Knife,43.3,1739.0,750.0,1.47,1877.5,381744,,,,"[('H.E.B.', 'ORG')]",[],['H.E.B.'],[],images/houston_texas_9081.png,"{""captions"": [{""confidence"": 1.4462265907518706e-05, ""sentence"": ""a man standing in front of a pile of bananas .""}, {""confidence"": 8.558991273083677e-06, ""sentence"": ""a man standing in front of a pile of oranges .""}, {""confidence"": 2.7207857814027217e-06, ""sentence"": ""a man standing in front of a store filled with lots of produce .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 635, ""units"": ""ms""}}"
Houston,United States,In the mid 30's or 40's a famous gangster of the Heights Area was dug up and hung up on the flag pole as a practical joke. Janitors and Late Night Librarians have said to seen and heard his shadows and footsteps.,Hogg Middle School,Texas,TX,-95.3860209,29.7895313,-95.3698028,29.7604267,True,True,1879-03-12 00:00:00,1.0,Evening,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,11:53,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,,,,"[(""the mid 30's or"", 'DATE'), ('40', 'CARDINAL'), ('the Heights Area', 'LOC'), ('Late Night Librarians', 'WORK_OF_ART')]",[],[],['the Heights Area'],images/houston_texas_9082.png,"{""captions"": [{""confidence"": 0.0003676207554665927, ""sentence"": ""a man walking down a street holding a cell phone .""}, {""confidence"": 0.00023027861683167923, ""sentence"": ""a man walking down a street with a cell phone .""}, {""confidence"": 0.00011624570741680566, ""sentence"": ""a man walking down the street with a cell phone .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 649, ""units"": ""ms""}}"
Houston,United States,It is said that two girls drowned in the pool and now haunt the place.,Jackson Middle School,Texas,TX,-95.325609,29.73451279999999,-95.3698028,29.7604267,False,False,8/29/1958 0:00,,Unknown,Unknown,,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,12:51,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,,,,"[('two', 'CARDINAL')]",[],[],[],images/houston_texas_9083.png,"{""captions"": [{""confidence"": 6.472308965375699e-05, ""sentence"": ""a man standing in front of a mirror in a room .""}, {""confidence"": 3.52563296942905e-05, ""sentence"": ""a man standing in front of a mirror in a bathroom .""}, {""confidence"": 9.091283447459899e-06, ""sentence"": ""a man standing in front of a mirror on a subway .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 639, ""units"": ""ms""}}"
Houston,United States,"the hospital has spirits such as nurses, doctors, and patients that still roam its halls. Many have gone into this establishment and have had their own personal experiences such as being watched, seeing shadows, and smelling sterilization solutions in certain spots. The spirits are restless and have been agitated from all of the visitors they've been receiving. It was built upon a site of about 3,000 graves of civil war and yellow fever victims, from when it was a cemetery in the 1800's. It is now patrolled fairly heavily by the local fire department, which is right next door. Explores/ghost hunters suggest that it not be visited unless you are with a fairly large group that can respect their domain. - !!Warning!! As with any abandoned building, they may be structurally unsound or you can find yourself being robbed as these kids did or much worse. abclocal.go.com/ktrk/news/80103_local_teenscare.html - April 2005 Update: The building is currently getting renovated.",Jefferson Davis hospital,Texas,TX,-95.3679963,29.7687673,-95.3698028,29.7604267,True,True,1879-03-12 00:00:00,1.0,Unknown,Ghost,Female Child,Unknown,17.60%,5.6,10647.0,7:33,19:28,11:55,11:53,Yes,Male,Knife,43.3,1739.0,750.0,12.35,1889.5,379317,Texas,-99.25061,31.25044,"[('about 3,000', 'CARDINAL'), ('1800', 'DATE'), ('Explores', 'ORG'), ('abclocal.go.com/ktrk/news/80103_local_teenscare.html - April 2005', 'DATE')]",[],['Explores'],[],images/houston_texas_9084.png,"{""captions"": [{""confidence"": 0.0001623479600227636, ""sentence"": ""a young boy standing in front of a doorway .""}, {""confidence"": 0.0001574732181914251, ""sentence"": ""a young boy standing in front of a mirror .""}, {""confidence"": 1.8470774660750915e-05, ""sentence"": ""a young boy standing in a room with a teddy bear .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 641, ""units"": ""ms""}}"
